Study_Hours,Sleep_Hours,Absences,Attendance_Pct,Quiz_Score,Assignments,GPA_Prev,Part_Time_Job,Passed
2.7,5.7,2,88.3,49.5,6,2.94,Yes,0
6.2,9.3,6,72.7,63.2,7,2.09,No,1
0.9,9.7,7,68.7,29.9,6,1.63,No,0
0.6,4.9,2,97.3,25.0,10,2.22,Yes,0
5.8,6.8,5,80.8,59.3,7,2.29,No,0
4.0,9.9,3,82.4,47.9,4,2.63,No,0
5.5,6.9,5,78.7,59.1,7,1.98,No,1
3.5,9.2,0,99.3,41.6,5,2.52,No,1
2.0,,5,69.3,35.2,7,3.32,No,0
6.6,6.3,2,91.0,64.3,7,1.33,No,1
6.4,5.7,1,99.6,59.1,8,1.02,No,1
5.6,5.2,1,95.3,53.3,7,3.37,Yes,1
2.2,8.6,4,85.3,,8,1.48,No,0
4.7,6.3,1,98.4,49.4,6,2.23,No,1
2.9,7.1,4,82.3,44.1,6,2.93,Yes,1
0.7,7.0,4,87.7,38.6,4,2.46,No,0
7.3,7.5,2,99.3,58.6,9,2.45,No,1
1.1,9.2,3,80.4,25.4,9,2.55,Yes,1
7.6,9.9,3,86.3,68.2,10,4.0,No,1
3.6,6.4,7,83.6,41.2,4,3.75,Yes,0
1.5,9.0,5,,24.2,9,2.01,No,0
4.3,8.6,5,79.8,55.9,8,3.24,No,1
7.0,7.4,2,90.7,58.4,4,2.85,No,1
5.9,9.7,0,100.0,,9,2.49,No,1
6.5,5.2,3,83.3,,3,1.86,Yes,1
5.3,4.7,4,88.6,48.6,4,2.82,No,0
5.5,9.1,7,70.6,56.7,10,2.29,Yes,1
6.8,6.6,3,84.3,67.1,8,2.23,Yes,1
2.0,9.1,5,78.8,35.4,6,1.96,No,0
3.9,9.4,3,87.8,29.6,5,3.2,Yes,1
1.8,4.4,5,77.5,17.2,4,1.96,No,0
7.9,9.3,3,93.6,58.1,7,1.97,No,1
7.6,6.7,3,84.3,63.6,10,3.04,Yes,1
0.3,7.1,3,88.7,35.9,6,2.4,No,0
5.6,7.8,2,94.7,55.2,7,2.42,No,1
7.4,9.6,1,96.6,84.4,10,3.22,No,1
1.4,4.1,6,79.9,21.9,5,3.42,No,0
4.5,6.9,5,,45.5,8,1.01,No,1
7.3,8.1,6,79.1,57.8,10,2.41,No,1
0.3,8.3,4,87.3,26.4,8,1.51,No,0
5.6,,2,96.8,66.5,10,2.23,No,1
2.4,4.8,5,70.6,51.5,5,2.5,No,0
7.4,5.8,6,78.5,61.9,1,2.25,No,1
7.8,6.2,6,80.5,69.5,6,1.78,No,0
7.6,8.8,7,69.9,63.2,6,1.75,Yes,1
3.8,5.7,5,77.3,36.4,3,3.01,No,1
6.9,5.3,2,88.5,61.8,9,3.57,No,1
6.8,9.7,3,82.8,52.1,4,1.06,No,1
2.6,4.1,4,87.3,37.0,8,2.27,No,0
6.6,10.0,4,95.4,52.2,5,3.01,No,1
0.3,8.1,2,89.2,27.7,10,2.48,Yes,0
4.8,9.0,5,77.7,49.9,7,1.72,Yes,0
1.8,5.8,4,84.1,39.0,1,2.17,Yes,0
1.0,4.1,3,80.0,32.9,6,2.71,Yes,0
0.6,8.4,4,80.5,40.6,10,2.28,No,1
5.6,9.0,6,75.7,70.5,5,2.47,No,1
2.7,8.4,3,83.5,35.2,8,2.49,Yes,1
5.8,4.9,2,98.0,61.0,5,2.13,No,1
0.5,8.5,5,73.5,45.6,4,3.07,Yes,0
2.5,8.6,5,84.5,44.8,6,2.17,Yes,0
4.3,8.0,5,87.3,50.8,6,1.8,Yes,1
6.3,8.6,3,89.9,44.9,6,4.0,No,1
2.6,9.1,7,71.3,33.4,6,2.45,Yes,1
5.0,7.7,3,89.2,43.1,6,0.68,No,0
7.1,4.5,3,85.8,73.4,8,3.38,No,1
4.9,6.9,2,,45.4,7,3.38,No,1
1.9,4.5,5,75.1,34.5,8,2.82,Yes,0
0.2,6.4,3,87.9,33.6,10,2.94,Yes,0
7.0,6.4,4,79.3,56.8,10,4.0,No,1
0.2,4.4,4,81.9,26.9,4,1.83,No,0
7.0,,4,86.4,61.4,9,2.59,No,1
4.2,4.7,4,84.7,55.8,8,3.88,Yes,1
7.5,,5,85.3,70.8,5,4.0,No,1
6.4,9.7,4,85.5,61.5,5,2.24,No,0
8.0,4.4,6,77.8,69.4,6,3.91,No,1
2.8,9.7,4,80.4,26.7,10,3.06,No,0
6.1,7.1,1,89.3,58.7,4,3.55,No,1
3.2,5.8,1,93.9,42.5,7,3.04,No,0
3.8,4.5,3,84.4,50.6,8,2.71,Yes,0
5.0,7.0,6,75.2,49.6,10,4.0,Yes,1
7.0,8.8,4,78.7,,4,2.13,No,1
7.9,8.2,1,100.0,67.7,5,3.83,Yes,1
6.1,4.3,5,76.3,52.7,10,3.94,No,1
3.3,4.4,1,94.2,34.2,7,3.45,No,0
3.4,6.4,3,87.9,45.0,6,2.45,No,1
5.9,5.8,5,85.6,62.9,8,2.67,No,1
1.9,5.4,3,96.8,27.7,8,1.61,Yes,0
0.9,,4,93.1,27.1,3,2.18,No,0
2.8,8.8,5,73.6,46.5,9,2.93,No,1
2.3,9.6,5,78.1,41.9,4,1.5,Yes,0
2.4,6.4,2,89.2,38.4,8,2.29,No,0
1.9,9.4,4,85.9,40.5,5,3.86,Yes,0
0.3,5.9,4,85.5,30.5,10,2.39,Yes,0
0.1,6.9,7,69.1,32.6,9,3.22,No,1
7.9,5.4,2,88.7,56.7,4,2.9,Yes,1
3.4,7.8,1,91.0,56.9,9,2.28,No,1
3.1,9.9,5,66.7,42.5,5,2.39,No,0
5.4,7.6,3,81.5,58.1,8,2.62,No,1
1.7,6.1,3,92.3,24.5,9,1.06,No,0
7.6,7.9,7,79.3,62.8,6,3.16,Yes,1
6.3,,4,90.7,59.4,4,2.42,No,0
0.7,9.3,5,84.5,15.4,7,3.19,No,0
3.3,7.0,5,74.9,34.8,10,2.77,Yes,0
7.0,6.7,2,,54.0,9,2.39,No,1
7.6,7.5,4,,53.1,10,2.64,No,1
3.7,7.7,7,,44.6,6,2.64,No,1
4.9,4.4,3,88.4,51.0,9,3.53,Yes,1
1.3,8.1,6,71.0,43.0,4,2.54,No,0
7.9,5.5,8,70.2,55.9,6,2.7,No,1
1.9,8.3,6,79.3,34.6,7,1.62,No,0
7.5,8.9,3,85.6,55.4,10,2.47,No,1
5.2,8.8,4,77.3,39.3,5,3.52,Yes,1
4.9,7.3,2,98.9,54.8,10,2.8,No,1
4.1,7.1,3,88.2,49.3,10,1.74,No,0
1.8,4.9,5,89.7,37.1,7,1.82,No,0
1.4,8.7,4,84.5,20.4,4,1.98,Yes,0
1.8,5.6,2,92.8,36.1,10,3.2,Yes,0
1.5,7.0,4,79.2,38.5,5,3.11,No,0
6.2,5.7,6,73.9,58.8,5,0.08,No,0
2.8,4.8,6,68.2,43.9,7,2.44,No,1
0.5,7.8,8,61.3,35.4,3,2.6,No,0
7.8,4.3,0,100.0,71.2,7,1.83,No,1
7.1,8.5,5,78.6,60.8,10,2.23,No,1
7.4,5.9,2,89.9,67.8,10,3.43,No,1
8.0,4.0,5,76.3,73.6,9,2.79,Yes,1
1.4,7.1,1,94.1,34.4,2,2.15,No,0
3.2,4.3,2,97.7,50.3,4,2.37,Yes,0
6.1,5.7,3,88.7,62.2,9,2.34,No,1
5.6,8.2,4,,48.3,5,2.7,Yes,1
1.2,4.4,1,100.0,18.6,3,1.5,No,0
6.5,9.0,3,96.6,56.7,3,2.03,No,1
1.8,4.0,5,82.5,26.0,4,3.22,Yes,0
1.8,5.5,3,92.5,34.6,9,2.45,No,0
4.3,8.4,5,86.1,45.3,10,1.91,No,1
4.7,5.9,7,,57.8,10,1.93,No,1
4.6,4.6,3,97.3,53.0,8,3.0,Yes,1
0.7,6.2,3,93.5,35.6,10,2.14,No,0
7.0,5.6,6,78.4,56.8,6,2.86,Yes,1
2.1,9.1,5,79.4,46.9,10,2.06,No,0
1.0,5.9,3,81.3,35.6,5,1.71,No,1
7.1,8.7,3,86.3,64.3,6,2.67,No,1
7.6,9.4,5,82.2,48.4,6,2.43,No,1
6.9,6.6,3,82.5,69.9,9,2.98,No,1
6.5,9.5,1,95.7,72.9,5,3.12,No,1
5.2,6.3,5,74.1,50.6,7,2.25,No,1
4.4,9.8,7,70.1,47.7,3,2.74,No,1
0.7,4.5,3,81.2,23.8,9,2.23,No,0
3.3,8.1,1,88.7,29.3,6,2.94,Yes,1
3.0,7.0,4,85.7,35.8,4,2.66,Yes,1
2.1,6.3,4,81.1,47.9,8,2.06,Yes,1
5.8,7.8,8,65.6,61.6,4,2.0,No,1
4.0,8.2,3,84.8,39.2,8,2.69,Yes,1
0.6,4.0,4,97.6,,7,3.31,No,0
1.8,5.0,4,87.0,52.3,5,3.13,No,0
5.5,8.3,8,71.6,43.0,7,1.84,Yes,1
0.6,8.0,3,84.1,21.1,4,1.91,Yes,0
6.8,9.8,2,94.5,54.6,6,2.02,No,1
4.0,8.6,3,86.9,33.3,10,2.08,No,1
3.8,9.7,5,76.1,37.2,5,1.23,No,0
4.7,8.2,5,89.6,45.4,5,3.05,No,0
6.6,5.8,6,78.9,50.1,7,2.18,Yes,1
2.8,4.6,5,82.6,50.3,5,2.82,No,0
5.4,8.7,5,75.1,42.2,2,2.28,Yes,0
4.5,7.9,6,69.6,46.3,8,2.48,No,1
2.1,4.3,0,99.7,27.5,8,2.02,Yes,0
7.0,6.2,3,85.1,58.3,10,2.48,Yes,1
6.4,9.7,1,99.1,48.4,4,1.89,No,1
5.3,,6,79.4,,5,2.49,No,0
6.8,6.6,1,96.3,63.6,7,3.52,Yes,1
6.9,6.7,7,76.1,71.4,5,2.86,No,1
5.7,5.3,3,89.0,49.2,10,2.7,No,1
6.7,6.2,3,83.6,69.6,5,1.58,No,1
5.6,6.2,3,,47.3,8,2.9,No,1
5.4,4.3,3,88.7,51.0,6,2.97,Yes,0
4.9,8.6,4,88.6,64.0,6,2.69,No,1
6.0,6.5,5,81.1,78.5,5,2.65,Yes,1
1.3,8.9,4,81.1,44.8,5,2.4,No,0
7.0,9.1,2,96.8,59.1,9,2.95,Yes,1
7.0,5.3,3,89.9,66.1,7,3.48,No,1
0.2,7.9,4,91.7,31.9,7,2.73,No,0
6.6,6.8,2,92.4,59.4,9,1.82,No,1
1.0,9.3,3,82.8,20.7,5,1.87,Yes,0
2.7,5.3,0,100.0,41.4,10,3.01,No,0
5.9,8.1,8,65.1,49.1,9,1.83,Yes,1
1.3,,4,85.5,24.0,10,2.64,No,1
6.5,5.8,3,88.9,54.5,10,2.26,No,1
6.7,4.8,8,68.2,59.5,10,1.75,Yes,0
4.1,7.9,5,79.2,54.7,10,3.08,No,1
0.1,8.4,3,79.7,24.4,6,2.99,No,0
2.3,5.9,5,75.0,34.0,9,1.55,No,0
4.9,7.9,1,100.0,56.6,6,2.84,No,1
7.8,6.4,4,86.1,65.0,5,2.73,No,1
5.1,8.3,3,97.5,54.7,3,3.09,No,1
2.1,5.2,1,90.8,36.4,9,2.62,No,0
5.1,9.3,3,87.8,54.1,3,3.5,Yes,1
4.3,5.7,4,89.8,37.7,5,2.41,Yes,0
6.2,6.2,1,93.2,56.6,3,2.31,No,1
0.9,4.3,6,73.6,39.6,4,1.82,No,0
6.1,4.7,2,90.5,55.6,6,1.85,No,1
4.3,7.1,4,81.8,38.4,4,1.78,Yes,0
7.7,5.6,4,86.7,75.6,4,2.65,No,1
2.7,9.0,6,67.1,43.9,7,2.31,No,1
5.1,4.1,3,96.2,57.1,4,2.73,Yes,0
7.5,6.3,3,83.2,66.7,4,1.65,No,1
0.8,6.0,2,81.4,18.8,8,1.9,Yes,0
7.5,4.1,7,71.9,66.5,9,1.89,No,0
5.5,4.7,2,90.1,66.6,8,4.0,No,1
0.5,6.5,4,83.1,23.4,9,2.38,Yes,0
2.4,7.0,5,81.6,21.5,4,2.45,No,0
5.7,6.4,2,95.2,56.3,9,2.45,Yes,1
0.5,7.2,5,88.4,29.9,7,3.59,No,0
4.7,7.6,5,76.5,33.9,5,1.37,Yes,0
2.8,4.1,3,91.9,43.8,8,2.46,No,0
5.0,6.8,4,87.5,52.0,5,1.36,No,1
0.4,9.8,4,70.8,11.9,4,0.83,No,0
7.0,7.1,2,87.8,74.1,9,1.99,No,1
7.8,8.1,3,81.6,70.6,3,2.79,No,1
7.8,5.9,3,90.2,47.8,8,1.94,No,1
6.0,8.6,3,89.7,62.1,10,2.78,No,1
1.0,8.6,6,77.8,36.5,10,2.57,No,1
6.1,7.1,1,94.5,66.6,3,2.4,No,1
0.2,9.9,2,91.0,22.8,8,3.39,No,0
0.2,4.8,3,87.9,31.8,8,2.08,No,1
2.6,4.1,1,94.0,36.6,5,2.77,Yes,0
3.9,8.6,6,79.9,37.5,10,1.24,No,1
6.2,8.8,4,78.7,49.2,5,2.57,No,1
5.5,4.7,3,84.1,36.9,7,2.32,No,0
3.6,5.6,9,64.6,45.7,9,1.67,Yes,0
2.2,4.1,5,78.2,34.4,3,2.78,No,0
8.0,5.8,6,70.5,42.1,4,1.98,No,0
3.4,8.6,5,82.7,45.0,10,3.71,No,1
3.6,7.1,3,85.1,48.9,9,0.8,No,0
1.3,6.1,4,79.8,21.4,3,2.67,Yes,0
6.4,6.2,5,79.1,51.4,6,2.53,No,1
5.5,4.0,7,67.5,55.6,7,2.3,No,1
1.8,5.8,1,95.8,12.8,8,2.13,Yes,1
0.7,7.9,6,74.2,24.3,10,2.55,No,0
5.4,9.8,3,85.4,56.3,5,3.24,Yes,1
5.2,9.1,5,77.5,44.2,6,1.33,No,1
2.2,4.1,3,93.0,24.5,6,1.94,Yes,0
7.6,9.4,5,81.8,51.5,8,1.76,Yes,1
1.2,,4,75.5,16.6,7,1.73,No,0
3.5,8.7,6,80.4,37.9,10,2.74,Yes,1
7.5,6.7,4,86.6,71.8,8,2.91,No,1
3.4,6.4,6,78.3,62.4,7,3.25,No,1
5.1,5.8,5,84.4,51.6,7,2.92,No,0
3.2,4.4,2,92.1,48.1,4,2.98,No,0
2.2,5.4,1,99.1,26.5,5,1.51,Yes,0
7.9,5.5,1,93.7,49.8,6,3.54,No,1
3.3,6.9,3,92.2,56.0,6,2.35,Yes,1
7.2,8.5,5,81.1,57.7,4,3.22,No,1
1.8,6.8,3,81.1,37.8,6,1.54,No,0
1.7,4.3,5,85.2,34.4,5,2.33,No,0
0.2,9.7,4,83.4,35.3,5,3.16,No,0
5.2,9.7,3,86.7,58.7,8,2.52,Yes,1
2.9,8.7,6,73.8,40.7,5,1.97,Yes,0
6.9,9.9,5,78.2,64.4,6,3.42,Yes,1
3.8,7.3,6,77.1,52.1,8,1.68,Yes,1
7.7,9.8,2,87.1,60.2,6,2.49,No,1
1.5,4.5,5,72.2,45.8,5,2.95,No,0
6.9,6.2,6,70.7,56.8,6,3.97,No,1
6.2,5.4,3,89.9,56.0,5,2.18,No,1
6.2,5.2,5,79.2,60.7,3,2.31,No,1
6.8,4.8,5,85.6,45.3,3,2.19,No,0
6.1,7.7,6,75.7,66.9,7,2.67,No,1
5.0,8.7,3,92.2,54.6,6,2.91,No,1
1.0,,6,72.5,57.9,7,3.27,Yes,0
0.3,4.9,11,53.8,44.2,2,3.03,No,0
7.4,8.9,5,80.0,61.2,9,2.15,No,1
4.9,7.8,6,75.3,64.9,1,3.07,No,1
6.4,,5,78.8,63.9,9,2.56,Yes,1
3.9,8.0,5,75.6,47.4,10,3.02,Yes,1
0.9,5.6,2,84.1,17.3,9,3.06,No,0
1.0,6.1,10,63.2,20.9,6,3.64,No,0
5.5,9.5,2,94.6,52.0,6,2.25,Yes,1
3.4,5.7,2,88.9,37.3,7,2.12,No,0
1.6,6.8,2,93.9,35.4,7,2.81,Yes,0
3.9,9.3,3,87.2,57.1,6,3.33,Yes,0
0.5,8.2,3,93.5,34.5,8,2.54,No,0
4.7,4.4,3,81.4,44.7,10,3.37,No,0
2.2,4.9,3,87.4,44.4,5,2.98,No,0
6.4,4.0,7,71.0,49.4,9,2.36,No,1
2.5,7.8,5,80.8,29.1,9,2.89,Yes,0
3.6,6.7,6,83.7,45.5,4,2.2,Yes,0
0.1,4.8,1,95.4,19.3,4,2.67,Yes,0
0.6,9.7,4,87.7,21.4,8,1.75,No,0
3.1,,3,87.3,48.4,7,2.45,No,1
3.8,5.5,7,77.4,50.7,10,3.2,No,1
4.8,7.0,4,87.8,47.1,7,3.04,No,1
2.3,8.1,3,86.3,24.4,8,2.93,No,0
5.6,4.5,7,70.0,47.5,7,2.7,No,0
6.9,5.6,1,98.4,75.3,4,2.61,No,1
6.2,8.8,4,80.7,62.0,7,1.61,Yes,1
0.3,6.8,3,89.0,37.6,1,2.36,No,0
3.8,7.3,5,78.2,46.3,10,2.63,Yes,0
0.8,6.6,2,93.8,24.6,9,1.71,No,0
1.9,4.3,4,83.2,39.3,10,1.27,No,0
7.9,,4,80.5,76.3,3,3.29,Yes,1
1.1,6.7,4,89.5,26.7,9,2.54,Yes,1
4.0,5.3,6,77.2,39.6,10,2.65,No,1
4.9,4.3,8,67.7,38.1,10,2.89,No,1
5.6,9.1,5,82.1,45.7,7,1.81,No,1
4.5,9.9,3,79.6,52.3,4,2.22,No,1
0.1,8.8,4,94.5,22.8,5,3.55,Yes,0
2.6,9.1,4,84.1,44.8,8,2.16,No,1
4.1,5.5,4,74.2,60.9,4,2.31,No,0
0.7,9.8,7,78.0,27.8,9,2.03,Yes,1
2.8,5.2,5,76.2,37.8,6,1.98,No,0
0.3,9.7,5,85.2,32.4,6,3.27,No,0
0.6,10.0,6,76.6,19.9,5,0.77,No,0
3.2,8.3,2,84.1,35.2,7,2.18,No,0
1.1,9.9,7,73.3,25.9,4,2.66,No,0
4.5,7.4,3,88.9,40.7,10,3.69,No,1
5.5,5.6,5,85.8,58.1,4,1.71,No,0
6.4,,2,94.6,51.2,8,1.59,Yes,1
1.6,7.6,4,77.8,40.7,2,1.9,Yes,0
1.3,4.4,6,81.0,36.7,7,2.99,No,0
0.8,7.7,6,73.9,29.0,7,2.59,No,0
5.1,9.9,0,100.0,55.0,6,1.49,No,1
5.7,5.1,0,98.2,,7,2.57,No,1
0.3,8.8,2,90.9,22.4,7,3.59,Yes,0
7.5,9.4,4,79.9,68.6,8,2.69,No,1
0.4,9.7,3,85.5,9.7,6,2.62,No,0
4.3,9.8,4,80.2,46.9,6,2.66,No,1
5.7,7.1,3,93.9,58.8,4,2.79,No,1
7.0,9.9,8,61.3,68.7,4,1.61,No,1
5.7,8.5,6,80.0,65.3,4,2.34,Yes,1
6.4,5.0,3,92.1,55.7,4,2.37,Yes,1
2.7,6.9,0,100.0,44.0,6,2.16,Yes,0
6.5,8.3,2,92.2,52.0,7,2.98,Yes,1
0.6,5.5,3,82.9,23.6,8,2.06,Yes,0
7.2,7.8,6,75.1,71.4,6,2.25,No,1
4.4,8.0,3,91.0,44.9,5,1.62,No,1
6.5,5.0,4,84.4,59.3,6,2.76,Yes,1
3.6,,9,65.8,,8,3.16,No,0
5.1,8.6,7,78.8,53.4,6,2.25,No,1
4.2,7.0,3,90.9,53.2,6,3.07,No,1
5.9,4.1,2,93.0,60.1,8,2.4,No,1
0.7,4.1,2,82.8,15.3,8,0.73,No,0
0.5,6.1,2,88.1,35.4,7,2.46,No,0
2.0,,4,82.0,26.8,9,2.38,No,1
1.3,5.4,6,66.1,31.4,7,2.57,Yes,0
7.0,7.8,3,82.5,47.4,6,2.68,No,1
1.8,5.3,3,,31.6,7,2.02,Yes,0
7.8,5.9,5,79.5,58.0,8,3.53,No,1
2.7,9.1,5,82.5,34.8,6,2.45,No,0
1.5,8.4,5,79.0,32.7,6,2.36,No,0
6.3,4.6,7,73.2,64.2,10,3.02,No,0
5.3,6.6,3,85.9,57.9,7,2.51,No,1
4.0,4.2,2,92.2,29.3,3,4.0,Yes,0
4.4,6.9,1,98.3,52.1,4,2.35,Yes,0
5.8,8.0,6,83.4,56.2,7,2.75,Yes,0
1.8,4.7,4,81.4,28.5,8,1.98,No,0
8.0,5.7,4,84.7,59.2,7,3.11,No,1
7.8,6.4,6,80.3,,7,2.72,No,1
5.2,9.5,1,88.8,52.4,10,2.26,No,1
1.6,10.0,4,94.0,34.8,8,1.89,No,0
5.4,4.3,3,,48.6,4,1.58,No,1
0.6,8.6,4,75.4,8.4,3,2.79,No,0
0.2,6.2,4,85.9,20.1,10,1.53,No,0
2.1,,4,81.2,27.9,5,3.42,No,0
3.7,,2,90.0,58.2,7,1.62,No,1
6.9,9.5,2,93.8,59.7,7,2.38,No,1
5.8,9.7,7,77.3,58.7,5,1.88,Yes,0
5.9,7.5,7,69.7,59.6,4,2.52,No,1
3.4,6.1,2,89.7,44.5,6,2.52,No,1
2.8,8.7,5,81.9,36.3,8,2.81,No,0
3.0,5.5,3,90.9,33.5,4,1.43,No,0
7.9,7.4,4,79.0,47.3,8,1.97,Yes,1
0.3,6.2,1,100.0,29.0,6,3.18,Yes,0
6.9,7.9,3,84.8,62.8,8,2.96,No,1
4.6,5.4,5,84.8,44.1,6,0.75,No,0
3.5,5.1,2,94.3,44.2,9,2.76,Yes,0
5.8,9.5,4,87.0,42.9,9,1.78,No,1
3.9,4.6,5,76.9,41.3,10,2.09,Yes,0
7.0,7.0,2,83.4,54.5,8,2.34,No,1
7.2,5.3,5,79.9,68.5,7,3.59,No,1
3.4,4.2,4,83.9,40.9,6,1.77,Yes,0
2.2,4.2,3,83.2,28.9,10,1.52,No,0
4.7,5.1,4,88.6,47.9,6,2.82,No,1
7.3,9.2,5,79.7,53.1,10,2.48,No,1
1.7,5.7,5,76.0,32.6,10,3.34,No,1
5.0,9.7,6,78.9,54.2,8,2.25,Yes,0
5.1,7.5,0,100.0,41.5,5,3.35,No,1
5.9,6.6,3,84.4,54.0,7,2.51,No,1
1.1,7.5,4,90.2,25.2,9,2.87,Yes,1
5.7,7.1,2,100.0,45.1,5,3.64,No,1
7.3,8.6,6,70.5,76.2,7,2.38,No,1
1.4,5.7,3,87.1,43.5,9,3.23,Yes,0
1.9,6.1,5,81.7,28.9,5,2.07,Yes,0
7.8,9.4,1,100.0,62.0,7,2.66,No,1
1.4,9.7,2,88.3,13.8,4,1.49,No,0
6.8,9.4,3,83.3,45.6,7,2.15,Yes,0
3.9,6.5,3,83.3,34.0,7,1.76,Yes,0
2.0,8.7,3,94.1,36.4,7,3.35,Yes,0
7.0,6.9,3,84.5,61.5,8,3.72,No,1
3.6,7.0,4,79.7,45.2,5,2.25,No,1
4.1,5.2,7,73.2,49.8,6,1.96,No,0
2.9,7.5,4,85.5,39.9,10,1.58,Yes,0
4.7,5.1,6,81.4,40.2,6,2.69,Yes,0
1.3,6.0,5,80.5,33.3,10,2.08,No,1
3.1,9.1,1,97.2,44.8,6,2.12,No,0
7.8,5.2,2,91.5,62.9,9,3.64,No,1
2.1,4.4,6,69.5,20.3,6,2.29,Yes,0
5.3,4.4,3,87.0,61.8,5,2.91,No,1
2.6,9.6,6,,38.8,9,2.54,No,1
6.2,7.0,7,69.8,31.9,8,1.55,No,0
1.0,6.5,5,72.2,44.0,9,1.21,No,0
7.8,8.9,7,66.3,60.8,9,2.84,No,1
3.6,9.0,2,,64.9,8,3.69,Yes,1
1.9,6.0,8,72.7,38.0,9,2.72,Yes,0
0.6,8.2,7,80.4,27.3,2,2.94,No,0
1.4,8.6,4,,32.2,8,1.87,No,0
4.2,7.9,5,76.4,41.7,6,3.21,Yes,1
2.7,4.9,1,94.1,40.4,10,3.2,No,1
6.6,9.3,3,82.8,73.1,3,2.01,No,1
3.4,7.2,3,91.9,35.6,6,2.88,Yes,0
2.0,5.7,2,100.0,36.8,7,1.26,Yes,0
4.9,6.6,5,76.5,44.8,9,3.01,Yes,1
5.7,4.2,5,74.0,51.4,10,2.1,No,0
1.3,,2,97.0,45.6,4,1.64,No,0
1.3,8.6,6,77.6,36.3,5,2.78,No,0
0.3,4.0,1,97.7,30.0,5,1.26,No,0
5.9,6.5,4,,55.5,4,2.74,Yes,0
5.3,7.1,1,89.2,71.5,7,1.71,No,1
3.8,4.3,1,89.0,34.5,6,1.56,Yes,0
6.8,9.8,3,87.2,46.4,4,2.54,No,1
6.4,,3,88.3,70.2,6,2.38,No,1
4.7,5.8,1,94.2,47.5,9,3.52,Yes,0
6.9,5.8,5,92.3,61.0,8,1.6,No,1
1.6,5.4,6,74.4,48.7,7,3.46,No,0
0.9,4.0,0,97.2,,4,1.7,No,1
2.2,8.4,2,92.6,55.1,6,3.14,No,0
0.5,9.8,5,84.9,30.1,7,3.27,No,0
4.2,5.3,3,84.4,40.8,6,2.73,No,1
7.5,8.0,5,79.3,42.6,9,1.95,No,1
0.3,8.5,2,97.0,26.8,5,1.43,Yes,0
1.0,9.1,6,81.3,9.4,8,1.13,No,0
3.6,6.5,4,85.1,48.2,10,3.8,No,1
7.5,5.8,2,100.0,73.8,4,2.29,No,1
2.5,,4,93.9,35.8,5,1.73,No,0
4.1,8.3,6,69.0,45.4,7,1.7,No,1
0.3,8.9,5,71.5,34.1,10,2.62,No,1
1.2,5.1,5,84.0,35.8,7,2.22,No,1
7.9,6.2,6,,71.1,9,1.16,Yes,1
7.7,9.4,4,82.9,64.6,7,3.11,Yes,1
0.0,8.8,8,65.5,7.5,4,2.73,Yes,0
7.6,9.9,0,95.9,75.0,5,3.79,No,1
5.1,8.5,2,86.2,50.2,5,3.3,No,1
6.9,6.4,1,100.0,48.1,7,0.33,Yes,1
3.6,7.5,1,94.1,47.7,7,3.49,No,1
4.1,8.0,6,77.5,48.7,2,3.35,Yes,0
3.9,4.5,8,58.9,37.5,6,1.98,No,1
5.3,7.3,3,93.0,40.6,4,2.2,No,1
1.1,8.3,3,90.9,34.8,5,2.79,Yes,0
0.2,5.0,8,61.3,17.8,4,1.79,Yes,0
2.5,8.7,4,85.3,38.1,8,2.33,Yes,1
5.6,7.5,3,88.0,57.4,6,3.2,Yes,0
1.6,9.7,9,61.7,41.5,4,2.86,No,0
5.4,4.3,2,77.5,68.0,4,2.03,No,1
7.8,5.6,5,76.7,67.3,5,3.22,Yes,1
0.8,7.6,5,81.5,26.0,3,2.71,No,0
5.4,5.8,4,81.3,65.6,5,2.69,No,1
3.6,8.3,3,86.9,50.7,7,2.14,No,1
6.9,8.6,6,,60.8,5,2.5,No,1
1.4,4.6,3,87.6,32.8,6,1.96,No,0
5.5,7.1,2,81.5,50.0,4,1.14,No,1
6.7,7.1,1,95.1,59.4,6,2.3,Yes,1
7.6,6.2,2,92.5,62.0,8,2.41,Yes,1
5.5,9.6,1,91.9,44.9,6,2.6,No,1
4.0,9.0,3,91.7,46.8,10,3.35,No,1
4.9,8.2,8,60.7,62.6,8,2.04,No,1
7.0,8.3,1,95.3,53.0,2,2.24,No,1
4.6,6.8,4,76.6,46.9,8,3.04,No,0
0.2,9.5,8,66.5,17.8,7,1.97,No,0
7.4,8.2,3,91.5,71.5,3,2.61,No,1
5.5,8.4,3,87.2,58.6,6,2.21,No,1
5.4,9.2,7,70.9,41.4,7,2.33,No,1
1.7,5.6,4,84.1,18.4,10,3.03,No,0
5.3,8.8,2,92.4,57.9,5,2.24,No,1
3.2,5.2,1,99.5,31.4,9,3.05,No,0
5.2,6.1,7,,54.9,2,1.13,No,0
0.9,6.0,5,87.1,22.4,6,1.5,Yes,0
5.3,9.9,2,92.8,53.8,7,0.88,No,1
8.0,9.1,6,67.7,66.9,3,1.68,Yes,1
0.4,8.2,3,92.3,25.3,8,3.8,No,0
7.8,8.4,3,94.7,56.9,8,2.49,Yes,1
3.3,7.4,1,100.0,45.1,4,2.0,No,1
7.0,9.7,5,87.3,55.6,8,3.05,Yes,0
6.3,7.0,3,85.5,66.7,3,3.15,No,0
4.5,6.3,4,84.9,39.1,5,1.65,Yes,0
